,hh_median_income,hh_mean_income,perc_educ_highschool,perc_educ_bachelor,unemployment_rate,total_population,age_under_5,age_5_to_9,age_10_to_14,age_15_to_19,age_20_to_24,age_25_to_29,age_30_to_34,age_35_to_39,age_40_to_44,age_45_to_49,age_50_to_54,age_55_to_59,age_60_to_64,age_65_to_69,age_70_to_74,age_75_to_79,age_80_to_84,age_85_up,pop_white,pop_black,pop_native,pop_asian,pop_latino,zip_code
"ZCTA5 62841: Summary level: 860, zip code tabulation area:62841",23125.0,54261,32.6,2.1,28.8,150,4,14,13,24,0,9,17,7,5,6,4,6,4,9,3,11,10,4,100.0,0.0,0.0,0.0,0.0,62841
"ZCTA5 62856: Summary level: 860, zip code tabulation area:62856",29306.0,59411,38.5,2.3,4.2,373,21,32,24,23,13,28,10,36,18,12,16,29,56,30,15,4,6,0,96.2,0.0,0.0,0.0,2.4,62856
"ZCTA5 62902: Summary level: 860, zip code tabulation area:62902",24810.0,66797,15.4,21.2,8.7,4358,209,168,277,163,462,384,368,107,249,234,262,470,344,228,221,90,59,63,82.9,10.4,0.0,2.8,2.0,62902
"ZCTA5 62205: Summary level: 860, zip code tabulation area:62205",18864.0,41380,40.6,8.5,16.4,7781,216,454,730,364,394,400,308,290,388,493,700,598,500,564,479,310,270,323,3.2,94.5,0.2,0.0,2.0,62205
"ZCTA5 60021: Summary level: 860, zip code tabulation area:60021",45430.0,123413,17.2,33.0,4.2,5276,225,323,262,381,350,364,475,231,321,376,622,557,230,201,181,82,74,21,93.3,0.0,0.3,3.4,7.1,60021
"ZCTA5 60031: Summary level: 860, zip code tabulation area:60031",43367.0,119265,17.2,30.1,5.2,37545,1854,2484,2500,2927,2820,2054,1855,2167,2656,2595,3427,2911,2658,1687,1243,632,453,622,72.9,8.0,0.6,11.7,13.8,60031
"ZCTA5 60040: Summary level: 860, zip code tabulation area:60040",29622.0,96649,27.9,22.2,2.0,5310,438,387,405,364,207,313,527,487,228,341,347,362,252,180,100,139,131,102,73.2,4.5,0.6,1.7,50.8,60040
"ZCTA5 60041: Summary level: 860, zip code tabulation area:60041",38633.0,88799,32.1,19.8,9.0,8659,497,517,521,370,649,805,463,361,372,612,690,742,558,617,283,281,177,144,92.8,0.6,0.0,1.6,16.4,60041
"ZCTA5 60045: Summary level: 860, zip code tabulation area:60045",58920.0,270846,6.2,38.3,3.7,21134,851,1155,1706,1874,1292,518,580,794,1197,1336,1857,1584,1587,1486,1305,762,481,769,87.8,1.3,0.4,8.6,5.3,60045
"ZCTA5 60061: Summary level: 860, zip code tabulation area:60061",50645.0,133271,11.9,37.0,3.7,26967,1351,2044,2354,2159,1072,1277,1686,1827,2447,2090,2043,1582,1514,1091,1026,496,306,602,66.3,2.7,0.2,23.2,14.7,60061
"ZCTA5 60088: Summary level: 860, zip code tabulation area:60088",17780.0,70141,24.2,25.0,1.4,12816,412,287,296,3692,4406,2131,915,231,144,15,14,142,70,61,0,0,0,0,67.6,18.0,0.2,5.9,19.2,60088
"ZCTA5 60069: Summary level: 860, zip code tabulation area:60069",49179.0,158877,12.6,37.7,3.9,8225,195,326,503,558,432,278,272,302,432,511,485,695,373,562,543,435,378,945,83.3,0.8,0.0,14.5,2.7,60069
"ZCTA5 60071: Summary level: 860, zip code tabulation area:60071",32714.0,90137,33.4,18.0,6.9,3737,170,290,266,218,311,156,166,193,313,224,265,278,366,163,177,87,35,59,95.8,1.1,0.3,0.6,10.0,60071
"ZCTA5 60084: Summary level: 860, zip code tabulation area:60084",38705.0,104848,24.3,27.4,3.9,16613,1049,777,1086,1074,975,1016,1156,1231,897,876,1336,1559,1230,789,763,400,128,271,87.0,0.8,0.0,3.7,19.6,60084
"ZCTA5 60112: Summary level: 860, zip code tabulation area:60112",39964.0,91887,25.8,24.0,1.4,4422,339,387,417,190,376,387,506,612,238,208,234,157,122,78,71,53,0,47,83.7,12.6,0.0,0.8,15.8,60112
"ZCTA5 60123: Summary level: 860, zip code tabulation area:60123",30410.0,83904,24.6,15.4,5.7,48948,3286,3357,3262,3842,3437,3239,3473,3056,3093,2888,3172,3240,3218,2096,1542,1284,682,781,62.4,7.8,0.7,5.2,39.4,60123
"ZCTA5 60134: Summary level: 860, zip code tabulation area:60134",53148.0,152537,14.7,36.3,3.9,29458,1716,2184,2204,2353,1429,949,1624,1828,2204,2598,2241,2181,1907,1291,862,674,432,781,94.2,0.5,0.1,2.2,6.0,60134
"ZCTA5 60139: Summary level: 860, zip code tabulation area:60139",32030.0,82036,23.9,20.8,4.7,34160,2595,2476,2082,1979,2259,3448,2986,2659,1894,1843,2241,2112,1723,1827,890,622,215,309,53.9,8.4,0.4,21.6,31.8,60139
"ZCTA5 60140: Summary level: 860, zip code tabulation area:60140",41605.0,111204,19.8,26.7,2.2,18568,1190,1306,1584,949,1025,1007,944,1583,1164,1571,813,1647,1243,1048,918,289,142,145,89.6,2.5,0.0,4.1,11.6,60140
"ZCTA5 60152: Summary level: 860, zip code tabulation area:60152",37553.0,96857,35.0,17.3,3.4,12186,604,835,828,671,775,667,640,619,714,923,796,821,1063,749,482,473,272,254,96.8,1.5,0.0,0.0,13.1,60152
"ZCTA5 60172: Summary level: 860, zip code tabulation area:60172",39245.0,103972,24.7,25.3,3.5,24371,1252,1261,1402,1651,1894,1431,1512,1373,2047,1671,1681,1943,1805,1312,801,650,381,304,81.9,3.8,1.7,8.2,9.7,60172
"ZCTA5 60176: Summary level: 860, zip code tabulation area:60176",31072.0,64951,36.4,14.3,5.3,11621,791,768,503,803,668,594,452,1040,1112,592,844,1103,704,535,298,362,223,229,79.2,2.2,0.7,5.4,29.8,60176
"ZCTA5 60177: Summary level: 860, zip code tabulation area:60177",39650.0,117312,24.9,24.9,4.6,23310,1075,1880,1745,2428,1172,1037,1449,1799,1440,2392,1898,1408,1083,714,652,572,174,392,81.9,4.4,0.2,5.8,17.5,60177
"ZCTA5 60180: Summary level: 860, zip code tabulation area:60180",32194.0,101393,28.3,12.5,1.3,1813,124,32,229,203,97,147,36,35,211,116,189,84,32,150,45,76,2,5,97.2,0.2,0.0,2.2,3.4,60180
"ZCTA5 60181: Summary level: 860, zip code tabulation area:60181",36961.0,88896,24.3,25.2,3.9,28755,1872,1743,2007,1571,2039,2173,2096,1918,2066,2117,1843,1788,1754,1257,911,770,400,430,79.1,6.9,0.1,8.4,22.8,60181
"ZCTA5 60190: Summary level: 860, zip code tabulation area:60190",52999.0,132845,14.6,36.5,2.6,11375,551,625,685,717,501,407,589,503,597,789,1069,1204,1091,757,571,418,159,142,91.6,1.6,0.1,4.2,6.4,60190
"ZCTA5 60203: Summary level: 860, zip code tabulation area:60203",56969.0,167223,3.8,33.5,2.4,4397,364,319,294,344,160,98,104,290,338,229,317,295,358,236,274,176,38,163,74.3,12.0,1.1,9.1,9.3,60203
"ZCTA5 60301: Summary level: 860, zip code tabulation area:60301",58295.0,102969,2.9,37.6,5.9,2831,89,28,46,162,222,298,395,255,114,135,161,234,140,82,74,88,150,158,63.5,16.9,0.0,9.9,7.9,60301
"ZCTA5 60302: Summary level: 860, zip code tabulation area:60302",53300.0,135733,10.3,29.4,5.1,31620,1955,1934,2143,1757,1206,1801,1948,2440,2392,2458,2467,1886,2017,1926,1251,877,625,537,68.1,19.9,0.2,4.8,7.1,60302
"ZCTA5 60304: Summary level: 860, zip code tabulation area:60304",55447.0,138020,8.0,32.2,4.4,17782,1122,1553,1519,1212,613,876,1331,1400,1505,1426,1176,1025,1097,865,564,268,131,99,70.5,15.5,0.3,3.9,12.4,60304
"ZCTA5 60949: Summary level: 860, zip code tabulation area:60949",35221.0,62054,53.1,8.3,4.9,488,26,20,28,18,72,13,36,43,32,22,35,32,47,23,10,13,3,15,93.6,3.3,0.0,1.6,3.7,60949
"ZCTA5 60953: Summary level: 860, zip code tabulation area:60953",26484.0,61738,40.9,10.5,6.8,2425,85,175,196,215,101,58,102,134,138,193,182,196,180,212,62,68,48,80,95.3,0.2,0.2,0.0,3.1,60953
"ZCTA5 60957: Summary level: 860, zip code tabulation area:60957",31321.0,68988,34.8,15.6,3.1,5311,284,387,338,397,280,329,294,208,367,444,322,338,360,231,198,147,136,251,92.6,2.0,0.5,0.8,5.2,60957
"ZCTA5 60959: Summary level: 860, zip code tabulation area:60959",25804.0,56310,41.9,3.3,10.0,1081,66,55,34,46,70,60,59,23,47,68,91,131,141,37,78,25,19,31,92.8,0.0,1.3,0.0,7.9,60959
"ZCTA5 60974: Summary level: 860, zip code tabulation area:60974",28036.0,52547,41.7,2.4,6.7,211,4,8,18,9,4,6,12,15,11,17,21,19,12,35,8,9,3,0,97.6,0.0,0.0,0.0,3.8,60974
"ZCTA5 60966: Summary level: 860, zip code tabulation area:60966",24583.0,59698,46.7,4.3,5.4,1541,61,61,151,65,66,45,108,122,71,121,140,159,115,64,78,43,15,56,92.3,1.2,0.0,0.0,1.5,60966
"ZCTA5 60968: Summary level: 860, zip code tabulation area:60968",25000.0,81208,31.3,23.8,4.5,474,36,41,29,58,16,10,19,19,36,6,40,20,63,42,22,4,12,1,85.9,2.3,0.0,0.0,18.6,60968
"ZCTA5 62903: Summary level: 860, zip code tabulation area:62903",19203.0,71072,12.0,26.1,8.0,3242,247,170,302,137,879,185,121,130,160,158,103,153,86,84,106,86,50,85,70.9,7.0,2.2,8.2,9.0,62903
"ZCTA5 62961: Summary level: 860, zip code tabulation area:62961",-666666666.0,52285,42.9,38.1,25.0,31,0,0,0,4,6,0,2,0,10,5,3,1,0,0,0,0,0,0,100.0,0.0,0.0,0.0,25.8,62961
"ZCTA5 62965: Summary level: 860, zip code tabulation area:62965",18036.0,44479,11.8,26.5,46.3,95,0,1,1,21,4,2,6,2,16,12,17,2,6,0,0,5,0,0,100.0,0.0,0.0,0.0,10.5,62965
"ZCTA5 62413: Summary level: 860, zip code tabulation area:62413",26691.0,60106,30.5,30.5,15.6,277,16,6,26,19,7,4,41,24,16,8,3,12,31,31,5,17,5,6,100.0,0.0,0.0,0.0,0.0,62413
"ZCTA5 62268: Summary level: 860, zip code tabulation area:62268",31583.0,74117,28.7,15.8,10.0,861,49,63,73,47,86,24,31,47,43,66,40,77,33,60,20,27,27,48,98.4,0.0,0.0,0.5,2.1,62268
"ZCTA5 62343: Summary level: 860, zip code tabulation area:62343",21120.0,59117,47.1,15.1,1.4,860,60,56,61,70,16,61,125,51,41,54,26,42,49,37,33,17,48,13,96.3,2.2,0.0,0.0,2.1,62343
"ZCTA5 62473: Summary level: 860, zip code tabulation area:62473",23043.0,60606,44.7,8.5,7.2,1262,68,49,80,98,58,70,37,67,66,54,101,127,112,75,90,42,63,5,99.2,0.2,0.0,0.0,0.0,62473
"ZCTA5 62571: Summary level: 860, zip code tabulation area:62571",25931.0,58958,58.0,8.2,4.5,1628,78,150,51,142,123,100,91,73,45,113,101,103,124,72,66,108,79,9,97.0,0.0,0.0,0.0,0.0,62571
"ZCTA5 62952: Summary level: 860, zip code tabulation area:62952",25886.0,55883,39.4,12.2,9.1,3144,179,166,167,212,92,157,206,220,189,220,129,236,277,289,214,92,34,65,97.9,1.0,0.3,0.3,2.5,62952
"ZCTA5 62917: Summary level: 860, zip code tabulation area:62917",22373.0,55290,35.1,6.3,5.0,2154,154,127,129,137,78,121,174,122,67,104,152,158,140,197,109,84,55,46,87.7,7.4,0.3,0.0,3.9,62917
"ZCTA5 62610: Summary level: 860, zip code tabulation area:62610",29583.0,43411,58.7,4.3,16.9,119,8,5,5,3,6,1,6,9,4,6,15,17,4,3,4,12,0,11,100.0,0.0,0.0,0.0,0.0,62610
"ZCTA5 62928: Summary level: 860, zip code tabulation area:62928",13125.0,31903,53.5,0.6,36.7,192,5,5,8,2,2,14,8,43,3,0,5,14,32,9,24,4,0,14,100.0,0.0,0.0,0.0,0.0,62928
"ZCTA5 62914: Summary level: 860, zip code tabulation area:62914",18362.0,39645,38.5,13.6,6.1,2375,116,118,241,113,84,268,108,153,57,106,195,208,148,113,145,64,73,65,31.3,63.9,1.3,0.0,2.2,62914
"ZCTA5 62924: Summary level: 860, zip code tabulation area:62924",26998.0,61475,30.2,14.2,5.3,2956,194,140,287,126,151,192,194,191,198,180,205,250,199,183,84,79,59,44,92.2,1.2,0.6,0.4,5.6,62924
"ZCTA5 62931: Summary level: 860, zip code tabulation area:62931",20152.0,57018,34.5,14.4,18.0,1484,46,29,92,134,71,66,81,76,56,119,129,50,162,128,108,64,21,52,97.6,1.3,0.5,0.0,1.3,62931
"ZCTA5 62034: Summary level: 860, zip code tabulation area:62034",44575.0,107477,17.8,26.0,4.0,13487,1019,934,817,694,799,633,928,931,916,780,871,674,916,654,643,464,321,493,91.8,3.5,0.1,2.6,3.6,62034
"ZCTA5 62049: Summary level: 860, zip code tabulation area:62049",25983.0,70889,35.8,9.4,4.4,8513,244,526,342,277,627,790,693,709,669,424,639,580,385,427,376,246,282,277,86.9,11.8,0.0,0.0,2.8,62049
"ZCTA5 62056: Summary level: 860, zip code tabulation area:62056",28147.0,64812,33.0,14.0,4.2,8507,604,386,452,583,399,478,408,574,390,548,709,671,619,479,384,403,202,218,97.4,0.6,0.3,0.3,1.3,62056
"ZCTA5 62065: Summary level: 860, zip code tabulation area:62065",-666666666.0,70131,0.0,0.0,0.0,127,0,0,24,41,0,0,0,0,0,0,34,0,15,0,13,0,0,0,100.0,0.0,0.0,0.0,0.0,62065
"ZCTA5 62080: Summary level: 860, zip code tabulation area:62080",20901.0,54069,52.7,7.4,6.5,2355,102,84,215,188,113,135,78,141,111,147,133,203,213,156,116,81,72,67,99.0,0.3,0.0,0.0,0.0,62080
"ZCTA5 62083: Summary level: 860, zip code tabulation area:62083",27656.0,62294,45.4,39.2,0.0,167,8,7,10,19,26,0,0,9,18,8,0,26,19,0,0,17,0,0,82.0,0.0,0.0,18.0,0.0,62083
"ZCTA5 62090: Summary level: 860, zip code tabulation area:62090",20041.0,37611,37.5,7.8,15.9,1417,120,92,169,105,121,78,40,70,67,100,14,92,92,45,116,53,22,21,2.4,94.6,0.0,1.1,1.2,62090
"ZCTA5 62203: Summary level: 860, zip code tabulation area:62203",19631.0,49541,30.9,7.8,26.2,8366,360,548,343,419,597,962,394,388,383,460,592,476,656,590,557,313,167,161,4.5,93.9,0.0,0.9,0.8,62203
"ZCTA5 62217: Summary level: 860, zip code tabulation area:62217",26367.0,61845,57.1,6.8,1.4,773,50,76,23,25,58,81,55,25,47,17,92,46,50,54,22,20,16,16,93.3,0.0,0.0,0.0,0.0,62217
"ZCTA5 62218: Summary level: 860, zip code tabulation area:62218",44968.0,106120,30.5,20.1,0.7,1713,86,137,157,139,70,61,108,141,123,131,111,136,109,87,37,32,24,24,99.9,0.0,0.0,0.1,0.2,62218
"ZCTA5 62288: Summary level: 860, zip code tabulation area:62288",29409.0,75136,34.2,10.9,4.5,2891,146,132,245,230,146,142,238,178,144,198,212,147,154,121,175,141,86,56,95.2,3.5,0.3,0.0,0.5,62288
"ZCTA5 62293: Summary level: 860, zip code tabulation area:62293",39368.0,99064,29.5,21.2,2.0,4437,340,255,238,202,330,243,289,266,205,311,452,210,324,179,268,125,99,101,99.0,0.3,0.0,0.2,1.1,62293
"ZCTA5 62312: Summary level: 860, zip code tabulation area:62312",31083.0,65276,39.1,12.7,5.9,1951,154,135,118,80,108,124,132,116,88,81,107,137,112,100,140,88,35,96,98.4,0.2,0.0,0.0,0.5,62312
"ZCTA5 62319: Summary level: 860, zip code tabulation area:62319",26683.0,59274,51.3,12.4,5.6,219,11,5,9,1,0,0,4,5,7,10,0,65,26,49,9,0,11,7,100.0,0.0,0.0,0.0,0.0,62319
"ZCTA5 62691: Summary level: 860, zip code tabulation area:62691",33125.0,74921,41.6,16.0,6.3,2020,140,99,130,104,106,130,129,106,85,97,108,151,225,106,68,96,71,69,96.9,0.2,0.0,2.2,2.0,62691
"ZCTA5 62803: Summary level: 860, zip code tabulation area:62803",31623.0,68611,27.9,18.8,1.3,1142,59,82,105,124,116,52,73,87,59,32,59,52,61,54,64,33,14,16,90.6,1.8,0.0,1.9,3.1,62803
"ZCTA5 62814: Summary level: 860, zip code tabulation area:62814",26813.0,63686,29.8,9.1,10.8,2046,152,127,145,167,117,78,99,155,98,124,142,194,148,91,103,43,28,35,95.7,0.4,0.0,0.0,1.5,62814
"ZCTA5 62824: Summary level: 860, zip code tabulation area:62824",28214.0,59694,35.9,13.1,0.5,1888,123,194,86,75,172,129,162,91,52,130,139,160,135,87,13,37,66,37,98.5,0.7,0.0,0.0,0.0,62824
"ZCTA5 62825: Summary level: 860, zip code tabulation area:62825",21563.0,53740,36.9,9.0,5.3,192,11,3,14,12,30,2,16,3,8,23,21,12,14,6,5,6,4,2,100.0,0.0,0.0,0.0,0.0,62825
"ZCTA5 62839: Summary level: 860, zip code tabulation area:62839",27186.0,65726,38.8,9.9,5.1,6401,308,358,445,539,315,196,294,342,515,374,561,390,492,310,378,166,198,220,94.4,0.5,0.4,0.3,0.0,62839
"ZCTA5 62848: Summary level: 860, zip code tabulation area:62848",28229.0,62359,32.9,4.8,5.3,692,51,34,43,61,20,36,55,33,43,31,48,35,73,55,32,14,19,9,96.1,1.0,2.6,0.0,0.0,62848
"ZCTA5 62854: Summary level: 860, zip code tabulation area:62854",28240.0,58217,41.2,8.3,12.4,1495,56,67,112,140,68,25,77,93,84,127,117,77,159,99,87,65,20,22,97.1,0.0,1.3,0.0,2.0,62854
"ZCTA5 62860: Summary level: 860, zip code tabulation area:62860",25547.0,62875,40.9,10.5,3.3,561,16,13,34,95,2,8,12,77,77,8,18,43,26,64,40,17,3,8,99.6,0.0,0.0,0.0,0.0,62860
"ZCTA5 62871: Summary level: 860, zip code tabulation area:62871",37961.0,64979,42.8,5.4,1.2,698,43,56,44,67,9,36,28,45,53,32,54,36,32,76,39,21,13,14,99.0,0.0,0.0,0.0,0.0,62871
"ZCTA5 62882: Summary level: 860, zip code tabulation area:62882",24609.0,55072,32.6,6.4,10.6,2437,182,162,150,164,192,148,126,141,78,160,124,218,221,124,130,66,27,24,96.1,0.5,0.3,0.1,0.8,62882
"ZCTA5 62549: Summary level: 860, zip code tabulation area:62549",38438.0,95500,26.6,21.6,4.4,6354,316,760,608,356,304,243,266,433,623,361,420,358,415,244,89,256,118,184,85.0,5.4,0.6,1.0,0.5,62549
"ZCTA5 62536: Summary level: 860, zip code tabulation area:62536",46019.0,128397,22.8,18.0,4.1,667,17,0,24,82,0,18,24,58,38,29,90,43,92,93,47,0,12,0,97.0,0.0,3.0,0.0,1.3,62536
"ZCTA5 62543: Summary level: 860, zip code tabulation area:62543",32500.0,67190,33.3,13.1,5.2,483,20,20,23,21,87,20,13,19,12,27,59,61,20,25,26,13,13,4,96.3,0.0,0.2,0.0,3.5,62543
"ZCTA5 62545: Summary level: 860, zip code tabulation area:62545",38679.0,82996,43.8,21.0,0.6,1158,55,20,63,36,67,123,51,81,116,101,80,72,68,102,48,25,27,23,97.6,0.3,0.0,0.0,0.6,62545
"ZCTA5 62565: Summary level: 860, zip code tabulation area:62565",27488.0,58772,42.8,10.9,6.2,7046,408,278,435,374,417,351,401,366,203,478,406,509,643,629,420,238,201,289,97.5,1.9,0.2,0.0,1.3,62565
"ZCTA5 62553: Summary level: 860, zip code tabulation area:62553",38304.0,66477,56.2,10.8,1.9,528,14,57,75,14,7,6,19,40,26,4,20,82,73,32,25,10,12,12,99.6,0.0,0.0,0.0,0.8,62553
"ZCTA5 62555: Summary level: 860, zip code tabulation area:62555",30000.0,78465,27.5,16.3,1.9,456,6,20,34,35,30,16,13,30,19,58,23,29,21,27,11,26,19,39,99.6,0.0,0.0,0.0,0.7,62555
"ZCTA5 62557: Summary level: 860, zip code tabulation area:62557",27049.0,59543,48.3,10.2,1.9,7127,444,465,449,326,425,232,559,454,214,298,373,653,548,582,404,262,197,242,97.8,0.7,0.0,1.3,0.4,62557
"ZCTA5 62601: Summary level: 860, zip code tabulation area:62601",43750.0,76285,46.8,18.8,0.0,293,11,10,22,19,13,14,15,17,16,25,41,30,14,19,12,15,0,0,99.0,1.0,0.0,0.0,0.0,62601
"ZCTA5 62438: Summary level: 860, zip code tabulation area:62438",29236.0,53168,38.8,10.0,9.5,334,19,49,47,0,0,29,17,35,17,10,10,39,13,6,0,25,18,0,100.0,0.0,0.0,0.0,0.0,62438
"ZCTA5 62360: Summary level: 860, zip code tabulation area:62360",32228.0,74711,40.7,19.3,1.5,1651,138,129,120,82,85,128,107,70,85,82,104,166,99,92,57,57,47,3,100.0,0.0,0.0,0.0,0.6,62360
"ZCTA5 62410: Summary level: 860, zip code tabulation area:62410",29750.0,85947,34.7,10.8,2.5,1377,151,93,152,77,89,60,101,126,65,67,48,75,90,72,28,38,20,25,95.6,0.0,0.0,1.1,4.1,62410
"ZCTA5 61375: Summary level: 860, zip code tabulation area:61375",31694.0,75072,31.1,18.7,8.8,1136,34,25,41,41,38,41,23,72,87,41,98,132,131,46,114,65,57,50,96.7,0.0,0.0,0.7,4.7,61375
"ZCTA5 61431: Summary level: 860, zip code tabulation area:61431",26573.0,86001,32.5,16.5,1.6,252,2,6,14,9,15,18,3,9,14,13,31,16,16,9,44,15,18,0,100.0,0.0,0.0,0.0,0.4,61431
"ZCTA5 61337: Summary level: 860, zip code tabulation area:61337",24750.0,59741,50.5,6.8,13.3,458,25,29,31,41,25,47,21,16,29,35,31,39,32,19,2,24,7,5,95.6,0.0,0.0,0.0,5.2,61337
"ZCTA5 61488: Summary level: 860, zip code tabulation area:61488",28359.0,58106,37.7,13.9,5.8,1149,98,67,64,66,83,75,21,40,50,108,46,85,88,75,84,63,21,15,97.3,1.5,0.3,0.4,1.2,61488
"ZCTA5 61443: Summary level: 860, zip code tabulation area:61443",24817.0,54724,35.6,10.5,6.8,13736,948,856,825,973,720,762,929,882,567,684,971,920,931,808,595,472,410,483,85.5,5.6,0.1,1.1,10.1,61443
"ZCTA5 61465: Summary level: 860, zip code tabulation area:61465",35278.0,71904,37.7,10.3,7.0,1162,54,76,76,54,49,62,65,82,37,112,75,151,44,56,61,73,17,18,97.9,0.0,0.0,0.3,0.3,61465
"ZCTA5 61476: Summary level: 860, zip code tabulation area:61476",27125.0,72829,30.0,4.8,13.3,433,26,20,19,37,18,17,5,25,13,69,40,31,47,47,5,5,4,5,94.0,0.0,0.0,0.0,0.0,61476
"ZCTA5 61483: Summary level: 860, zip code tabulation area:61483",24583.0,57400,42.3,10.7,0.8,1923,102,112,110,71,72,138,78,82,100,92,79,173,170,130,141,111,68,94,95.3,1.9,0.0,1.2,1.2,61483
"ZCTA5 61516: Summary level: 860, zip code tabulation area:61516",35729.0,80976,35.3,12.8,4.0,784,44,22,99,51,52,81,46,50,54,14,37,52,53,47,21,38,13,10,99.1,0.9,0.0,0.0,0.0,61516
"ZCTA5 61523: Summary level: 860, zip code tabulation area:61523",30508.0,77996,33.8,15.5,4.8,11055,911,716,657,559,421,785,613,505,776,642,632,740,1017,766,475,254,261,325,94.0,0.4,0.0,1.8,3.3,61523
"ZCTA5 61524: Summary level: 860, zip code tabulation area:61524",35714.0,69679,42.2,6.2,2.5,300,17,18,15,19,20,44,24,13,16,15,26,16,15,16,4,1,13,8,99.7,0.0,0.0,0.0,2.0,61524
"ZCTA5 61534: Summary level: 860, zip code tabulation area:61534",38209.0,77700,34.8,15.6,3.7,1835,119,140,180,126,39,80,52,139,172,153,82,116,92,154,62,106,13,10,99.5,0.4,0.0,0.0,1.3,61534
"ZCTA5 61559: Summary level: 860, zip code tabulation area:61559",30183.0,77163,31.4,14.5,3.7,3223,186,264,218,269,98,94,166,140,240,197,185,288,255,132,135,124,128,104,93.7,0.6,0.1,2.0,8.6,61559
"ZCTA5 61603: Summary level: 860, zip code tabulation area:61603",20879.0,46186,33.7,10.2,16.9,16695,1376,1262,1489,1079,1313,1306,1102,1179,1066,922,1032,1028,917,559,339,345,193,188,45.6,41.1,0.2,0.4,10.6,61603
"ZCTA5 61013: Summary level: 860, zip code tabulation area:61013",30076.0,63172,36.2,13.3,4.0,456,33,11,32,39,18,44,11,17,15,47,15,64,23,26,26,29,6,0,99.1,0.0,0.0,0.0,7.0,61013
"ZCTA5 61822: Summary level: 860, zip code tabulation area:61822",45986.0,122847,12.9,24.5,3.4,25530,1560,1609,2074,1184,1119,1539,1874,2282,1216,2127,1753,1782,1697,1041,1095,738,327,513,67.1,11.9,0.1,17.6,4.7,61822
"ZCTA5 61831: Summary level: 860, zip code tabulation area:61831",31964.0,70403,39.7,4.3,3.1,139,18,3,0,0,2,5,6,13,0,11,9,16,13,18,14,11,0,0,100.0,0.0,0.0,0.0,0.0,61831
"ZCTA5 61870: Summary level: 860, zip code tabulation area:61870",35253.0,68995,48.3,4.8,5.9,1265,57,95,58,78,46,72,102,49,79,121,92,101,131,88,36,22,15,23,96.7,0.0,0.3,0.0,3.7,61870
"ZCTA5 61840: Summary level: 860, zip code tabulation area:61840",30338.0,78254,28.0,23.8,12.2,619,12,32,7,57,28,19,32,22,44,7,40,107,42,48,43,23,28,28,100.0,0.0,0.0,0.0,0.0,61840
"ZCTA5 62221: Summary level: 860, zip code tabulation area:62221",34517.0,85229,22.2,20.7,4.1,30301,2351,1646,1929,1807,1800,2030,2029,2292,1879,1791,2148,2266,2162,1387,1059,798,472,455,68.2,22.2,0.0,2.9,4.8,62221
"ZCTA5 62232: Summary level: 860, zip code tabulation area:62232",28549.0,83010,40.2,12.3,4.7,6828,554,323,516,514,431,443,324,716,486,450,383,484,446,197,202,149,85,125,88.5,6.3,0.2,0.1,10.3,62232
"ZCTA5 62233: Summary level: 860, zip code tabulation area:62233",27421.0,67502,37.1,6.9,3.5,9521,200,283,416,436,627,783,940,809,732,775,657,653,687,346,436,167,218,356,74.9,22.3,0.2,0.3,5.8,62233
"ZCTA5 62240: Summary level: 860, zip code tabulation area:62240",24030.0,53793,45.5,3.5,11.5,1507,104,86,80,100,80,119,148,138,77,70,73,78,136,107,25,16,39,31,97.8,1.8,0.0,0.0,0.0,62240
"ZCTA5 62244: Summary level: 860, zip code tabulation area:62244",37750.0,86780,34.3,13.1,3.2,1006,69,55,49,42,21,48,43,55,32,32,115,91,122,110,86,9,26,1,99.5,0.0,0.0,0.0,0.1,62244
"ZCTA5 62245: Summary level: 860, zip code tabulation area:62245",35085.0,79037,34.0,13.7,1.9,1795,83,73,122,96,119,136,105,96,94,88,137,162,159,110,58,80,40,37,97.8,0.0,0.3,0.0,2.1,62245
"ZCTA5 62254: Summary level: 860, zip code tabulation area:62254",28396.0,71925,29.3,16.7,1.6,6189,171,233,392,545,516,454,273,325,307,241,434,539,404,417,400,183,198,157,84.5,13.8,0.3,0.0,1.0,62254
"ZCTA5 62279: Summary level: 860, zip code tabulation area:62279",-666666666.0,-666666666,-666666666.0,-666666666.0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,62279
